"CVEGEO_origin","CVEGEO_destination","proxy_uso"
"13076","13065",2
"13076","13066",5
"13076","13067",13
"13076","13069",1
"13076","13070",2
"13076","13074",7
"13076","13075",3
"13076","13076",311
"13076","13077",1
"13076","13082",2
"13076","13084",2
"13077","13001",10
"13077","13002",13
"13077","13004",1
"13077","13008",4
"13077","13016",28
"13077","13021",1
"13077","13022",1
"13077","13023",1
"13077","13024",1
"13077","13035",1
"13077","13048",10
"13077","13051",6
"13077","13053",1
"13077","13056",40
"13077","13057",33
"13077","13060",2
"13077","13061",6
"13077","13069",1
"13077","13072",1
"13077","13077",540
"13077","13083",9
"13079","13042",3
"13079","13068",1
"13079","13073",1
"13079","13079",1
"13080","13014",1
"13080","13032",1
"13080","13080",1
"13081","13010",1
"13081","13012",1
"13081","13013",7
"13081","13034",1
"13081","13036",2
"13081","13042",2
"13081","13051",1
"13081","13068",8
"13081","13073",1
"13081","13076",2
"13081","13079",2
"13081","13081",29
"13082","13003",2
"13082","13048",9
"13082","13051",6
"13082","13052",1
"13082","13063",1
"13082","13074",2
"13082","13075",1
"13082","13082",42
"13082","13083",11
"13083","13002",4
"13083","13009",1
"13083","13016",1
"13083","13021",1
"13083","13022",5
"13083","13048",38
"13083","13051",22
"13083","13052",1
"13083","13056",2
"13083","13057",9
"13083","13061",3
"13083","13066",3
"13083","13069",3
"13083","13070",1
"13083","13075",4
"13083","13077",4
"13083","13082",11
"13083","13083",75
"13084","13006",1
"13084","13008",2
"13084","13018",1
"13084","13019",1
"13084","13023",6
"13084","13024",15
"13084","13030",4
"13084","13031",5
"13084","13043",4
"13084","13054",1
"13084","13055",1
"13084","13058",2
"13084","13063",2
"13084","13069",1
"13084","13076",5
"13084","13084",94
