"CVEGEO_origin","CVEGEO_destination","proxy_uso"
"130020040","130770183",52.03
"1300300010103","1304800012370",23.44
"1300300010103","130690016_I",23.44
"1300300010118","1300300010156",86.5
"1300300010118","1300300010372",25.25
"1300300010118","130030033",16.18
"1300300010118","1300900010126",26.25
"1300300010118","130090018",26.25
"1300300010122","130030033",25.87
"1300300010122","130540121",44.2
"1300300010141","1300300010103",152.85
"1300300010141","1300300010160",25.87
"1300300010141","1300300010211",59.54
"1300300010141","1300300050391",23.44
"1300300010141","1300300050404",182.3
"1300300010141","130030029_K",27.25
"1300300010141","130030029_P",116.52
"1300300010156","1300300010156",59.19
"1300300010156","1300300010160",109.45
"1300300010156","1300300010175",22.3
"1300300010156","1300300010368",58.21
"1300300010156","130100339",33.95
"1300300010156","1303000480420",23.58
"1300300010156","130760044",24.73
"1300300010160","1300300010103",22.3
"1300300010160","1300300010118",11.8
"1300300010160","1300300010156",20.9
"1300300010160","1300300010160",40.51
"1300300010160","1300300010175",31.69
"1300300010160","130030001018A",24.57
"1300300010160","1300300010211",279.08
"1300300010160","1300300010349",39.87
"1300300010160","1300300010368",56.45
"1300300010160","1300300010372",14.88
"1300300010160","130030029_K",24.46
"1300300010160","130030033",61.31
"1300300010160","130090018",23.44
"1300300010160","1302300010036",77.77
"1300300010160","1303000010204",70.37
"1300300010160","1303000010238",79.87
"1300300010160","1303000010346",15.37
"1300300010160","1304800012116",27.25
"1300300010160","130540013",103.31
"1300300010160","130550001010A",131.14
"1300300010160","1306900080213",15.37
"1300300010160","130820022_S",70.37
"1300300010175","1300300010141",74.36
"1300300010175","1300300010156",16.4
"1300300010175","1300300010160",17.4
"1300300010175","1300300010175",83.9
"1300300010175","1300300010283",49.07
"1300300010175","1300300120086",31.69
"1300300010175","130030029_K",23.58
"1300300010175","130030033",54.2
"1300300010175","1300900010130",23.58
"1300300010175","130090018",31.34
"1300300010175","1302300010074",269.28
"1300300010175","1305400320136",31.34
"1300300010175","130540121",16.18
"130030001018A","1300300010160",57.66
"130030001018A","130090018",33.26
"130030001018A","1302300010074",15.37
"130030001018A","1304800012347",216.28
"130030001018A","130480020_V",23.59
"130030001018A","1305200010288",35.73
"130030001018A","130520023",27.25
"130030001018A","130540013",48.17
"130030001018A","1305400190102",74.35
"130030001018A","1306100020446",30.57
"130030001018A","1307700010037",19.84
"1300300010211","1300300010141",29.74
"1300300010211","1300300010156",20.05
"1300300010211","1300300010160",26.25
"1300300010211","1300300010211",52.56
"1300300010211","1300300010226",25.87
"1300300010211","1300300050391",25.87
"1300300010211","1300900010126",97.54
"1300300010211","1300900050107",24
"1300300010211","130090018",23.17
"1300300010211","1304100010176",26.25
"1300300010211","1304800012347",30.57
"1300300010211","1304800012421",48.72
"1300300010211","130480270",26.01
"1300300010226","1300300010175",24.57
"1300300010226","1300300010279",35.98
"1300300010226","1300300010283",24.57
"1300300010226","130030033",24.73
"1300300010226","1300900010145",23.17
"1300300010226","130520023",26.25
"1300300010226","1305500170129",22.3
"1300300010226","130750013_Q",30.57
"130030001025A","1304800011940",24.73
"1300300010264","1300300010156",48.08
"1300300010264","1300300010160",114.75
"1300300010264","1300300010175",64.11
"1300300010264","1300300010264",96.16
"1300300010264","1300300010368",24
"1300300010279","1300300010118",30.57
"1300300010279","1300300010279",39.67
"1300300010279","1300300010353",15.37
"1300300010279","1300300010368",26.05
"1300300010279","1305000010052",28.86
"1300300010279","130520023",24.57
"1300300010279","130540013",48.35
"1300300010283","130030001018A",15.37
"1300300010283","1300300010279",29.95
"1300300010283","1300300010283",80.74
"1300300010283","1300300010368",66.45
"1300300010283","1300300010372",17.4
"1300300010283","130030090",131.36
"1300300010283","130090018",67.33
"1300300010300","130090018",38.55
"1300300010300","130480020_V",22.3
"1300300010315","1300300010353",27.26
"1300300010334","1300300010334",23.44
"1300300010334","1300300010353",21.23
"1300300010334","130030033",53.18
"1300300010349","1300300010103",20.9
"1300300010349","1300300010156",22.39
"1300300010349","1300300010160",24.46
"1300300010349","1300300010211",33.84
"1300300010349","1300300010349",29.64
"1300300010349","1300300010368",33.52
"1300300010349","130030029_K",54.1
"1300300010349","130030033",109.93
"1300300010349","13030005A",25.25
"1300300010349","130370101",23.17
"1300300010349","130480001214A",33.06
"1300300010353","1300300010118",27.26
"1300300010353","1300300010349",66.61
"1300300010353","1300300010353",66.61
"1300300010353","130540121",23.59
"1300300010353","130550010",26.25
"1300300010368","1300300010156",67.31
"1300300010368","1300300010160",16.32
"1300300010368","1300300010264",35.58
"1300300010368","1300300010279",40.72
"1300300010368","1300300010349",23.17
"1300300010368","1300300010353",24.46
"1300300010368","1300300010368",103.92
"1300300010368","1300300010372",27.49
"1300300010368","130030090",1361.02
"1300300010368","1300900050111",48.67
"1300300010368","130090018",28.86
"1300300010368","1303000010204",39.2
"1300300010368","1303100010080",31.34
"1300300010368","1304800010228",31.34
"1300300010368","130540013",23.58
"1300300010372","1300300010118",42.47
"1300300010372","1300300010122",50.77
"1300300010372","1300300010141",14.88
"1300300010372","1300300010160",46.26
"1300300010372","1300300010226",26.05
"1300300010372","1300300010283",78.65
"1300300010372","1300300010368",18.63
"1300300010372","1300300010372",114.5
"1300300010372","130030033",31.34
"1300300010372","1305200010292",15.37
"1300300050391","1300300010141",145.24
"1300300050391","1300300010175",111.65
"1300300050391","1300300050391",51.3
"1300300050391","1300300050404",394.22
"1300300050391","1300300100230",207.35
"1300300050391","130030033",89.32
"1300300050391","130030090",322.77
"1300300050391","130540121",25.87
"1300300050404","1300300010118",238.19
"1300300050404","1300300050404",128.65
"1300300050404","130090018",26.01
"1300300050404","1302300010074",15.63
"1300300050404","130510577_Z",23.44
"1300300100230","1300300010226",133.93
"1300300100230","1300300100230",501
"1300300100230","1300300100245",23.59
"1300300100230","130030090",54.99
"1300300100230","130090018",43.11
"1300300100230","1304800011955",133.93
"1300300100230","1304800012008",843.75
"1300300100230","130540121",25.87
"1300300100245","130030090",53.12
"1300300100245","130090018",79.97
"1300300100245","1305400190102",165.27
"1300300100245","1308200010179",156.25
"1300300120086","1300300010141",16.92
"1300300120086","1300300010160",102
"1300300120086","1300300010283",56.59
"1300300120086","1300300120086",23.44
"1300300120086","130230017",25.25
"1300300120086","130540013",74.82
"1300300120086","130540117",23.17
"1300300120086","1307000010036",24.46
"130030014","130030033",76.58
"1300300140387","130030001018A",110.26
"1300300140387","1300300140387",23.44
"1300300140387","130030090",187.5
"130030029_D","130030033",51.12
"130030029_K","1300300010141",60.41
"130030029_K","1300300010156",26.25
"130030029_K","1300300010160",229.51
"130030029_K","1300300010211",24.46
"130030029_K","1300300010372",12.01
"130030029_K","1300300120086",102
"130030029_K","130030029_K",1165.02
"130030029_K","130030033",29.64
"130030029_K","130030090",45.87
"130030029_K","1300900010145",24.73
"130030029_K","130090018",14.88
"130030029_K","1302300120055",23.17
"130030029_K","1304800010389",24
"130030029_K","130520023",26.25
"130030029_K","130520038",102
"130030029_K","130540013",24.73
"130030029_K","1305400190102",25.25
"130030029_K","130550010",24.73
"130030029_K","1306300010309",24.57
"130030029_P","130090018",24
"130030029_P","1305400190102",103.06
"130030033","1300300010118",77.57
"130030033","1300300010156",31.34
"130030033","1300300010160",29.74
"130030033","1300300010175",43.49
"130030033","130030001018A",83.74
"130030033","1300300010211",51.04
"130030033","130030001025A",25.25
"130030033","1300300010334",30.57
"130030033","1300300010372",113.6
"130030033","130030029_D",51.12
"130030033","130030029_K",45.98
"130030033","130030033",324.36
"130030033","1300900010130",29.74
"130030033","130090018",96.51
"130030033","130230017",29.64
"130030033","130240014",26.05
"130030033","1304800010957",37.18
"130030033","130550044",23.59
"130030033","1307400010177",29.64
"130030033","1308200020126",22.3
"130030090","1300300010156",16.21
"130030090","1300300010211",15.37
"130030090","1300300050391",24
"130030090","1300300100230",501.62
"130030090","1300300100245",22.3
"130030090","130030033",23.44
"130030090","130030090",220.27
"130030090","1300900010145",199.55
"130030090","1300900050107",25.25
"130030090","130090018",41.74
"130030090","130100339",23.44
"130030090","1304800012008",187.5
"130030090","1305101351537",25.25
"1300400010045","1300400010045",23.59
"1300400010045","130240048",25.25
"130040001005A","130350022",36.87
"130040001005A","130770001008A",95.66
"130040001005A","1307700010215",6.69
"130040001005A","1307700010319",30.57
"130040001005A","130770145",18.43
"1300400010064","130350022",20.24
"130040011","130040011",52.02
"130040011","130040026",23.44
"130040026","130040026",29.64
"130040026","1303500010037",49.37
"1300500010112","1300500010201",21.88
"1300500010184","1300500010201",12.51
"1300500010184","1306500010106",119.36
"1300500010199","1300500010199",29.64
"1300500010199","1300500010201",11.66
"1300500010199","1301300010078",40.29
"1300500010199","1306500010106",24.57
"1300500010201","1300500010184",14.68
"1300500010201","1300500010199",24.99
"1300500010201","1300500010201",50.42
"1300500010201","1300500010216",51.26
"1300500010201","130050019",16.98
"1300500010201","1301000020095",40.99
"1300500010201","130100324",13.21
"1300500010201","1303000480420",25.87
"1300500010201","1306500010106",221.67
"1300500010201","130650017",125.85
"1300500010201","130740016",51.72
"1300500010201","130760044",30.48
"1300500010216","1300500010199",26.01
"1300500010216","1300500010201",19.14
"1300500010451","1307400010162",168.29
"130050005024A","130050019",177.98
"130050005024A","130050038_V",461.18
"130050005024A","130650017",139.84
"1300500060076","1300500060076",110.21
"1300500060076","1305200010273",86.01
"1300500060381","1300500010199",24.46
"1300500060381","130480001196A",24.73
"1300500060396","1300500060396",109.51
"130050019","1300500010201",16.75
"130050019","130050019",22.99
"130050019","130050038_V",54.1
"130050019","1306500010055",50.28
"130050019","130650001006A",357.17
"130050019","130650017",65.04
"130050038_V","1300300010368",28.86
"130050038_V","1300500010199",26.25
"130050038_V","130050005024A",713.46
"130050038_V","1300500060076",199.75
"130050038_V","130050019",36.71
"130050038_V","130050038_V",30.57
"130050038_V","130050057",24.73
"130050038_V","130410015",195.78
"130050038_V","1304800010529",22.99
"130050038_V","130740001011A",23.59
"130050038_V","1307400020088",23.58
"130050057","1300500010201",13.82
"130050057","130050038_V",62.49
"130050057","130050057",19.31
"130050057","130560145",27.25
"1300600010073","1300600010073",28.86
"1300600010073","13006004A",35.97
"1300600010073","130440036",26.01
"130060016","1300600010073",41.12
"130060016","130060016",49.82
"130060016","130060020",81.56
"130060016","13006004A",28.86
"130060016","130290063",26.05
"130060016","1303000010204",22.3
"130060016","130580031",23.59
"130060020","130060020",111.69
"130060020","13006004A",50.5
"130060020","1301700010062",96.74
"130060020","130290010",23.59
"130060020","1303000010134",27.25
"130060020","1303000010219",26.25
"130060020","130480001253A",23.58
"130060020","130580031",108.37
"130060020","130840116",23.44
"130060035","130290078",25.25
"130060035","130440017",23.59
"13006004A","130060016",28.86
"13006004A","130060020",156.97
"13006004A","13006004A",165.68
"13006004A","130170024",106.83
"1300700010051","1306100020499",77.56
"1300700010051","130720026",361.03
"1300700010070","130070047",26.25
"1300700010085","1300700010085",135.48
"1300700010085","130070001009A",135.48
"1300700010085","130070028",18.07
"1300700010085","130070047",22.99
"1300700010085","13008003A",52.3
"130070001009A","130070001009A",446.3
"130070001009A","130070028",135.48
"130070001009A","1300800010097",71.06
"130070001009A","130080044",16.4
"130070001009A","130610002047A",115.15
"130070013","130070013",24.46
"130070028","130070001009A",121.02
"130070028","130070028",73.86
"130070028","130070047",24.46
"130070028","1300800010171",26.04
"130070028","1300800010307",26.05
"130070028","130080044",57.05
"130070047","1300700010085",105.77
"130070047","130070001009A",42.31
"130070047","130070047",285.23
"130070047","1300800110148",29.64
"1300800010059","1300800010059",87.61
"1300800010059","1300800010114",74.03
"1300800010059","13008003A",24.73
"1300800010059","1305100010187",22.57
"1300800010059","1306100020380",26.05
"1300800010059","1308301330477",27.25
"1300800010063","1300800010059",88.95
"1300800010063","1300800010063",131.53
"1300800010063","130080001028A",24
"1300800010063","1300800010307",85.84
"1300800010063","130080025",36.26
"1300800010063","13008003A",24
"1300800010063","130610002047A",34.47
"1300800010063","130610002054A",114.07
"1300800010097","130070028",23.06
"1300800010097","1300800010097",197.07
"1300800010097","1300800010152",26.85
"1300800010097","1300800010218",1
"1300800010097","1300800050129",69.02
"1300800010097","130080025",75.13
"1300800010097","13008003A",123.83
"1300800010097","1302100010116",72.74
"1300800010097","13022001A",22.57
"1300800010097","1305100010187",23.58
"1300800010097","1306100020361",24.19
"1300800010114","1300800010059",143.05
"1300800010114","1300800010167",216.38
"1300800010152","1300700010085",140.4
"1300800010152","1300800010059",1
"1300800010152","1300800010152",72.67
"1300800010152","1300800010171",47.03
"1300800010152","1302100010101",22.92
"1300800010152","130210012",25.87
"1300800010152","1306100020499",26.09
"1300800010152","1306100020520",25.25
"1300800010152","130610022",26.05
"1300800010152","13083002A",26.04
"1300800010167","1300800010294",77.55
"1300800010167","130610002054A",159.88
"1300800010171","130070028",26.04
"1300800010171","1300800010059",40.93
"1300800010171","1300800010152",64.24
"1300800010171","1300800010171",109.82
"1300800010171","130080025",67.89
"1300800010171","13008003A",64.66
"1300800010171","130080044",22.61
"1300800010171","130610002054A",24.46
"1300800010171","130760044",26.05
"1300800010186","1300800010171",29.64
"1300800010186","130080025",23.17
"1300800010241","1300800010063",254.56
"1300800010241","1300800010294",23.06
"1300800010256","1300800010167",218.34
"1300800010256","1300800010256",177.48
"1300800010256","130080001028A",186.53
"1300800010256","130610022",24.46
"1300800010260","13008003A",24.46
"130080001028A","1300800010063",70.88
"130080001028A","1300800010152",80.21
"130080001028A","1300800010171",24.46
"130080001028A","1300800010256",186.53
"130080001028A","1300800010307",31.34
"130080001028A","130080025",73.32
"130080001028A","1306100020126",42.55
"130080001028A","1306100020361",25.87
"130080001028A","130610037",61.63
"130080001028A","1307701081124",23.44
"1300800010294","1300800010063",116.33
"1300800010294","1300800010167",27.27
"1300800010294","1300800010171",217.66
"1300800010294","1300800010190",23.44
"1300800010294","130080001028A",31.34
"1300800010294","130080025",26.01
"1300800010294","1302100010116",85.72
"1300800010294","130210012",74.93
"1300800010307","130070028",82.31
"1300800050129","130610037",28.86
"1300800050133","1300800010167",24.73
"1300800050133","1300800050129",24.73
"1300800050133","1300800050133",26.25
"1300800050133","13008003A",24.73
"1300800050133","1302100010116",23.17
"1300800110311","130080044",25.87
"130080025","1300800010059",23.59
"130080025","1300800010171",25.65
"130080025","1300800010256",130.15
"130080025","130080001028A",49.04
"130080025","130080025",244.16
"130080025","13008003A",154.07
"130080025","130210031",25.25
"130080025","130600025",27.25
"130080025","1306100020465",54.16
"130080025","130610022",52.12
"130080025","1307700010215",24
"130080025","1307700100802",22.99
"130080025","130840065",28.86
"13008003A","130070028",27.25
"13008003A","130070047",24
"13008003A","1300800010152",20.05
"13008003A","1300800010171",43.07
"13008003A","130080001028A",293.75
"13008003A","130080025",227.2
"13008003A","13008003A",190.28
"13008003A","130080044",27.25
"13008003A","130160046",26.66
"13008003A","1302100010116",27.61
"13008003A","1302100010135",13.82
"13008003A","130210012",31.34
"13008003A","130210031",31.34
"13008003A","1304800012417",24.73
"13008003A","1306100010677",126.57
"13008003A","130610037",151.77
"13008003A","130720011",193.51
"13008003A","1307700010215",24
"13008003A","1307700010535",58.44
"13008003A","130810010",26.05
"130080044","130070001009A",22.3
"130080044","130070047",81.04
"130080044","1300800010059",31.92
"130080044","1300800010063",26.25
"130080044","1300800010167",22.99
"130080044","1300800010260",26.05
"130080044","13008003A",27.25
"130080044","130080044",55.3
"130080044","130660014",23.44
"1300900010126","1300300010211",195.08
"1300900010126","1300900010126",71.75
"1300900010126","1300900050111",26.25
"1300900010126","130090018",54.78
"1300900010126","130320001004A",27.25
"1300900010126","130520023",170.69
"1300900010126","130540013",23.44
"1300900010126","130820022_S",85.35
"1300900010130","1304800012347",61.17
"1300900010130","1306900420571",25.25
"1300900010130","130840116",32.15
"1300900010145","1300300010353",30.57
"1300900010145","130030090",30.57
"1300900010145","1300900010126",26.25
"1300900010145","1300900010145",53.59
"1300900010145","130090018",34.6
"1300900010145","130290063",24.73
"1300900010145","130300001037A",30.14
"1300900010145","130480020_V",25.25
"1300900010145","1305100010204",23.17
"1300900010145","130510099172A",18.81
"1300900010145","130750013_Q",24.73
"1300900010145","1308301020509",25.25
"130090001015A","1304100010195",23.44
"1300900050107","1300300010226",26.25
"1300900050107","1300900010126",46.76
"1300900050107","1300900010145",29.74
"1300900050107","1300900050107",55.34
"1300900050107","130090018",25.87
"1300900050107","130520023",23.59
"1300900050107","130520038",24
"1300900050111","1300300010156",28.86
"1300900050111","130030001018A",67.44
"1300900050111","130030090",23.17
"1300900050111","1300900010126",136.56
"130090018","1300300010103",47.03
"130090018","1300300010118",132.21
"130090018","1300300010122",163.21
"130090018","1300300010160",79.87
"130090018","130030001018A",33.26
"130090018","1300300010226",25.25
"130090018","1300300010283",23.58
"130090018","1300300010334",86.49
"130090018","1300300100245",53.92
"130090018","130030029_D",31.34
"130090018","130030033",55.99
"130090018","130030090",31.34
"130090018","130050038_V",29.64
"130090018","1300900010145",136.45
"130090018","1300900050107",79.99
"130090018","1300900050111",45.47
"130090018","130090018",997.75
"130090018","1302100010065",22.3
"130090018","130230017",24.57
"130090018","1302700010092",29.74
"130090018","130290044",24.57
"130090018","13034003A",24.57
"130090018","1303900010074",26.01
"130090018","1304800010976",24
"130090018","1304800011300",24.73
"130090018","1304800011372",24.46
"130090018","1304800012135",70.29
"130090018","1304800012347",50.58
"130090018","1304800012559",23.44
"130090018","130480020_V",27.25
"130090018","1304801582686",24.46
"130090018","1305100030219",23.58
"130090018","1305100041077",26.01
"130090018","1305101131448",30.57
"130090018","1305200010292",23.17
"130090018","130520023",241.65
"130090018","130540013",26.05
"130090018","130540121",78.89
"130090018","130550059",48.24
"130090018","130690016_I",52.36
"1301000010023","1301000010023",123.19
"1301000010023","1301000020080",28.86
"1301000010023","130100339",76.77
"1301000010042","1301000010023",23.59
"1301000010042","1301000010042",32.07
"1301000010042","1301000020108",27.25
"1301000010042","1301000070038",80.48
"1301000010042","130100324",101.3
"1301000010042","130100339",71.67
"1301000010042","1307600010449",28.86
"130100001017A","1300300010156",17.74
"130100001017A","1301000070038",24
"130100001017A","13013003A",99.04
"130100001017A","1303000010134",22.3
"130100001017A","13030005A",26.25
"130100001017A","130650017",13.82
"130100001017A","1306700010399",27.82
"130100001017A","130740016",35.59
"130100001017A","1307600010082",37.38
"130100001017A","130760044",28.86
"130100001017A","130840065",29.64
"1301000020080","1301000010042",27.25
"1301000020080","1301000020080",67.58
"1301000020080","1301000020095",186.27
"1301000020080","1301000080288",47.1
"1301000020080","130100008031A",263.67
"1301000020080","130100324",82.1
"1301000020080","1301300100222",56.46
"1301000020080","130210012",29.64
"1301000020080","1307400010162",32.46
"1301000020095","1301000020080",49.74
"1301000020095","1301000020095",97.67
"1301000020095","1307000010036",29.74
"1301000020095","130760044",247.99
"1301000020108","1301000020108",150.13
"1301000020108","1301000070038",26.25
"1301000020108","130100324",45.91
"1301000020184","1301000020184",30.57
"1301000020184","130100324",108.23
"1301000020184","1301300100222",31.34
"1301000020184","1307600010400",26.05
"1301000020254","1301000010023",26.74
"1301000020254","1301000020095",20.66
"1301000020254","1301000020254",25.25
"1301000020254","1301000070038",26.74
"1301000020254","130100324",26.05
"1301000020254","130100339",2.67
"1301000020254","1307600010114",63.65
"1301000020362","1301000020362",57.31
"1301000020362","130100324",23.17
"1301000020362","1307600010400",24.57
"1301000060273","1301000020095",29.74
"1301000060273","13013003A",217.79
"1301000060273","130190029",25.25
"1301000060273","13041002A",29.74
"1301000060273","130740016",25.25
"1301000060273","130830034",26.05
"1301000070038","1301000010023",23.17
"1301000070038","1301000010042",49.71
"1301000070038","1301000020108",24
"1301000070038","1301000060273",29.74
"1301000070038","1301000070038",100.22
"1301000070038","130100324",26.25
"1301000070038","130100339",41.78
"1301000070038","130130010_C",23.44
"1301000070038","13013003A",57.62
"1301000070038","1307400010124",30.57
"1301000070038","1307400010162",24.73
"1301000070038","1307400010177",122.84
"1301000070038","1307600080453",34.01
"1301000070038","130760025",23.44
"1301000070038","130760044",25.25
"1301000080288","130100008031A",64.03
"1301000080288","130100324",25.25
"1301000080288","130750013_Q",125.58
"1301000080292","1301000080292",2.19
"1301000080292","130100324",23.44
"1301000080292","1301300100222",40.12
"1301000080305","1301000010023",22.99
"1301000080305","1301000020080",64.57
"1301000080305","1301000020108",216.83
"1301000080305","1301300100237",5.92
"1301000080305","130760063",109.88
"130100008031A","1301000010023",22.99
"130100008031A","1301000020080",87.9
"130100008031A","130100324",28.86
"130100324","1301000020095",36.02
"130100324","1301000020108",389.37
"130100324","1301000020362",22.3
"130100324","1301000070038",25.87
"130100324","130100008031A",46.23
"130100324","130100324",1636.02
"130100324","130100339",94.33
"130100324","1301300060241",26.25
"130100324","1301300100237",16.95
"130100324","13013003A",136.18
"130100324","1304100010176",26.01
"130100324","1304800012440",155.22
"130100324","130480001292A",39.73
"130100324","1306500010093",131.46
"130100324","130660014",51.25
"130100324","1306700080420",26.25
"130100324","130670011_W",27.25
"130100324","130740016",46.61
"130100324","1307600010400",23.17
"130100324","130760001042A",52.3
"130100324","1307600080453",48.42
"130100324","1307600080684",47.83
"130100324","1307600080701",23.44
"130100324","1307600080966",43.81
"130100324","130760025",114.89
"130100324","130760063",48.17
"130100339","1300300010156",17.74
"130100339","130030090",64.51
"130100339","1301000010023",313.17
"130100339","1301000010042",142.9
"130100339","130100001017A",23.44
"130100339","1301000020108",30.57
"130100339","1301000070038",94.74
"130100339","130100324",188.66
"130100339","130100339",652.17
"130100339","13013003A",78.29
"130100339","130210012",26.25
"130100339","1303000010134",54.47
"130100339","13041002A",61.14
"130100339","130660014",22.3
"130100339","1306700010399",29.64
"130100339","1306700060435",24.46
"130100339","1306700080416",10.63
"130100339","130670030",80.77
"130100339","130690001029A",24.73
"130100339","130690016_I",22.3
"130100339","1307000010036",27.25
"130100339","1307400020088",86.12
"130100339","130760001081A",217.79
"130100339","1307600220059",4.47
"130100339","130760025",23.58
"130100339","130760044",88.01
"1301100010069","1301100010069",23.59
"1301100010069","130110035",81.06
"1301100010092","1301100010092",1
"130110035","130110035",97.67
"130110035","13011004A",22.3
"13011004A","13011004A",113.65
"13011004A","1302800010507",26.25
"13011004A","1303400010044",23.58
"1301200010085","1301200010085",74.88
"1301200010085","1301200010117",84.91
"1301200010085","130120066",19.16
"1301200010085","1303900010110",64.61
"1301200010085","1304800012741",24.57
"1301200010117","1301200010117",23.44
"1301200010117","1301200010136",54.1
"1301200010117","130120066",258.69
"1301200010117","1305100551221",6.47
"1301200010121","1301200010121",56.47
"1301200010121","1301200010140",19.03
"1301200010121","130120013",60.82
"1301200010121","130120066",24
"1301200010136","1301200010136",76.45
"1301200010136","1301200010140",17.24
"1301200010136","130120013",57.35
"1301200010136","130120066",22.99
"1301200010136","1303900010074",134.13
"1301200010136","1303900010089",74.52
"1301200010140","1301200010121",49.04
"1301200010140","130120066",112.98
"1301200010140","130380024",24.57
"1301200010140","130800028",26.01
"1301200010155","13001001A",28.86
"1301200010155","130120013",67.31
"1301200010155","130370116",23.58
"130120013","13001001A",24.46
"130120013","1301200010117",24.57
"130120013","1301200010136",22.99
"130120013","1301200010155",78.47
"130120013","130120013",701.92
"130120013","130120032",25.25
"130120013","130120066",196.08
"130120013","130240014",414.77
"130120013","13036002A",23.44
"130120013","130370116",50.69
"130120013","1303900010089",25.87
"130120013","130750013_Q",23.59
"130120028","130120013",28.86
"130120032","130120013",24.57
"130120032","130120032",63.66
"130120032","130120066",121.22
"130120066","13001001A",23.59
"130120066","1301200010085",79.68
"130120066","1301200010117",49.31
"130120066","1301200010121",152.56
"130120066","1301200010136",48.04
"130120066","1301200010140",43.77
"130120066","1301200010155",23.44
"130120066","130120013",122.12
"130120066","130120032",25.25
"130120066","130120066",632.18
"130120066","130240014",45.88
"130120066","130240048",835.6
"130120066","1303600010053",63.93
"130120066","13036002A",25.87
"130120066","130370116",22.3
"130120066","1304800010603",23.58
"130120066","1304800011372",22.3
"130120066","1304800012116",27.25
"130120066","1305100291202",82.69
"130120066","1305100901274",29.64
"130120066","130510562_A",65
"1301300010078","1301300010078",194.59
"1301300010078","1301300010133",60.63
"1301300010078","1301300010148",47.95
"1301300010078","130130010_X",58.99
"1301300010078","1301300130256",115.28
"1301300010082","1301300010082",75.37
"1301300010082","1301300010133",388.14
"1301300010082","1301300010148",100.46
"1301300010082","130130010_X",105.51
"1301300010082","13013003A",33.69
"1301300010133","1301000080292",85.33
"1301300010133","1301300010082",130.89
"1301300010133","1301300010133",55.22
"1301300010133","1301300130203",61.96
"1301300010133","1301300130256",104.98
"1301300010133","1304800010251",27.25
"1301300010133","1306700080420",23.58
"1301300010133","1307400010069",28.86
"1301300010148","1301300010078",24.73
"1301300010148","1301300010148",84.4
"1301300010148","130130010_X",67.47
"1301300010148","1301300130203",154.51
"1301300060114","130100324",24.73
"1301300060114","1301300010078",36.17
"1301300060114","1301300060114",89.75
"1301300060114","1301300060129",146.4
"1301300060114","1301300060241",139.9
"1301300060114","130130010_X",74.96
"1301300060114","1307400010124",24.57
"1301300060129","1301300060114",149.47
"1301300060129","1301300060129",62.59
"1301300060129","1301300060241",31.34
"1301300060129","1301300100222",68.03
"1301300060129","130130010_X",200.9
"1301300060129","1304100010161",95.6
"1301300060129","1306300110154",22.99
"1301300060129","130630031",37.51
"1301300060129","1307600010400",82.35
"1301300060129","1307600220059",28.86
"1301300060129","130760044",2.15
"1301300060241","1301300060114",156.86
"1301300060241","1301300060241",91.4
"1301300060241","1301300130203",76.41
"1301300100222","1301000080305",53.26
"1301300100222","130100008031A",73.25
