"hogares","conteo","POB1"
"130370101",9,1118.56404739851
"130370116",10,726.041751972956
"1303800010039",37,483
"1303800010043",2,31
"1303800010058",3,19
"13038001A",153,5300.50667586512
"130380024",11,3044.49332413488
"1303900010055",9,810
"130390001006A",41,225
"1303900010074",122,2698
"1303900010089",102,1677
"1303900010093",95,1071
"1303900010106",122,916
"1303900010110",159,1630
"1303900010125",24,963
"130390001013A",47,1159
"130390017",136,3175
"130400022",4,3737.01116753678
"130400037",1,2637.10431715936
"1304100010072",30,2454
"1304100010087",1,1812
"1304100010091",18,874
"1304100010104",4,1059
"1304100010138",2,2896
"1304100010142",22,4083
"1304100010157",6,2437
"1304100010161",3,3159
"1304100010176",7,2516
"1304100010180",4,2604
"1304100010195",9,1301
"1304100010208",32,2474
"1304100100231",1,3185
"130410015",17,8070.26941565518
"13041002A",33,6960.62291138619
"130410119",1,1293.10767295863
"130420001007A",1,1564
"1304200010084",5,1294
"1304200010101",3,801
"130420012",3,4144.86452125648
"130420027",6,2438.13547874352
"130430043",20,1068.75566983824
"130440017",1,4567.10770599396
"130440021",7,4925.81500065564
"130440036",1,6300.0772933504
"1304500010033",8,643
"1304500010048",11,331
"1304500010052",2,76
"130450014",122,4585.74317702044
"130450029",4,3659.25682297956
"1304600010327",3,1388
"1304600270242",1,1231
"130470019",1,1270.77354075037
"130470023",1,1477.70425434129
"130470038",1,723.408462751434
"130480001004A",212,2436
"1304800010054",145,2672
"1304800010069",180,2930
"1304800010105",321,2393
"130480001011A",147,1505
"1304800010124",363,1590
"1304800010139",885,1126
"1304800010143",426,2133
"1304800010158",238,2976
"1304800010162",414,5201
"1304800010177",344,3057
"1304800010196",272,1478
"1304800010209",310,1342
"1304800010213",1641,1246
"1304800010228",189,2357
"1304800010247",127,1028
"1304800010251",517,2539
"1304800010285",92,2414
"1304800010355",371,1754
"130480001036A",268,1981
"1304800010389",1232,3359
"1304800010406",279,3179
"1304800010425",541,1692
"1304800010444",58,1547
"1304800010478",296,4944
"1304800010529",735,1715
"1304800010548",390,212
"1304800010586",224,1994
"1304800010590",57,2817
"1304800010603",74,2104
"1304800010618",61,3256
"1304800010622",267,2299
"1304800010694",12,696
"1304800010745",130,2802
"130480001075A",137,0
"1304800010764",482,2894
"1304800010779",438,780
"1304800010783",162,2771
"1304800010815",117,1816
"130480001082A",45,2284
"1304800010834",68,1391
"1304800010849",33,1086
"1304800010853",33,2153
"1304800010868",75,1790
"1304800010872",37,1063
"1304800010891",43,1984
"1304800010904",34,1692
"1304800010919",568,3373
"1304800010923",261,2762
"1304800010938",308,1409
"1304800010942",94,2915
"1304800010957",112,1188
"1304800010961",244,2106
"1304800010976",661,1586
"1304800010980",261,2786
"1304800010995",274,4035
"130480001100A",139,3054
"1304800011014",6,NA
"1304800011048",184,2441
"1304800011052",205,4039
"1304800011067",110,1860
"1304800011071",75,1421
"1304800011090",82,2255
"1304800011118",117,2722
"1304800011122",76,3004
"1304800011137",101,2456
"1304800011156",105,2863
"130480001118A",31,1531
"1304800011194",21,1811
"1304800011207",32,NA
"1304800011226",2,NA
"1304800011245",132,2499
"1304800011264",19,1495
"1304800011279",1,83
"1304800011283",2,159
"1304800011298",93,1280
"1304800011300",55,916
"1304800011315",6,239
"1304800011349",9,353
"1304800011353",6,114
"1304800011372",61,1113
"1304800011387",80,1560
"1304800011391",30,1387
"1304800011404",180,1068
"1304800011419",73,2768
"1304800011423",207,515
"1304800011438",39,1837
"1304800011442",10,559
"1304800011457",19,449
"1304800011476",24,461
"1304800011508",94,2353
"1304800011512",51,904
"1304800011527",75,2517
"1304800011531",142,2993
"1304800011546",158,1976
"1304800011550",581,638
"1304800011565",68,2041
"1304800011599",339,2532
"1304800011601",64,1928
"1304800011847",216,0
"1304800011917",8,449
"1304800011921",30,437
"1304800011936",134,1825
"1304800011940",145,2475
"1304800011955",67,1279
"130480001196A",280,1995
"1304800011974",27,1233
"1304800011989",93,1956
"1304800011993",58,1938
"1304800012008",141,1772
"1304800012031",9,696
"1304800012046",8,979
"1304800012050",13,651
"1304800012101",62,2081
"1304800012116",29,1123
"1304800012120",149,3710
"1304800012135",60,2131
"130480001214A",79,1995
"1304800012154",30,1794
"1304800012169",43,2500
"1304800012173",81,1656
"1304800012188",107,1967
"1304800012192",114,3757
"1304800012239",2,202
"1304800012243",4,171
"1304800012258",7,85
"1304800012262",53,1186
"1304800012313",29,106
"1304800012328",241,1129
"1304800012332",30,1139
"1304800012347",1925,2074
"1304800012351",139,1784
"1304800012366",115,2208
"1304800012370",60,1250
"1304800012385",59,1562
"130480001239A",76,1140
"1304800012402",175,1254
"1304800012417",896,652
"1304800012421",138,938
"1304800012436",4,453
"1304800012440",22,1104
"1304800012455",9,490
"130480001246A",3,196
"1304800012474",42,1495
"1304800012489",2,349
"1304800012493",63,2042
"1304800012506",42,1384
"1304800012510",34,1168
"1304800012525",16,918
"130480001253A",16,1481
"1304800012544",32,1398
"1304800012559",37,522
"1304800012563",36,1783
"1304800012578",8,742
"1304800012582",10,1366
"130480001260A",28,564
"1304800012614",77,250
"1304800012629",45,774
"1304800012633",3,1026
"1304800012648",53,3219
"1304800012652",24,3547
"1304800012667",17,2918
"1304800012722",202,101
"1304800012737",12,764
"1304800012741",88,1139
"1304800012756",16,300
"1304800012760",25,793
"1304800012775",60,916
"130480001278A",2,230
"1304800012794",2,15
"1304800012807",7,454
"1304800012811",1,680
"1304800012826",1,142
"1304800012830",1,479
"1304800012845",68,2715
"130480001285A",109,1376
"1304800012864",11,75
"1304800012883",11,562
"1304800012915",11,1095
"130480001292A",36,2455
"1304800012934",62,1820
"1304800012949",3,15
"1304800012953",4,201
"1304800012972",12,507
"1304800013006",6,31
"1304800013010",5,444
"130480001303A",9,451
"1304800013044",3,254
"1304800013059",1,138
"1304800013063",9,797
"1304800013078",43,2041
"1304800013082",2,107
"1304800013097",2,135
"130480001310A",5,953
"1304800013114",32,1455
"1304800013129",22,472
"130480016",91,2269.36161233686
"130480020_R",2,6.00704730541496
"130480020_V",233,4876.50227061233
"1304801532898",7,1037
"1304801532900",8,2203
"1304801532991",1,54
"1304801580571",2,87
"1304801582686",21,966
"1304801582690",10,1644
"1304801582703",3,865
"1304801582718",9,1096
"130480270",333,1198.60381399877
"130482671_F",2,31.817556759511
"130482671_M",20,94.7076989871243
"1304900010047",2,927
"1305000010048",7,3851
"1305000010067",2,2586
"1305000010090",2,4036
"1305000030118",1,1444
"130500029",4,2106.99415678316
"1305100010153",62,132
"1305100010168",49,3644
"1305100010187",19,620
"1305100010191",110,2055
"1305100010204",178,2399
"1305100010581",6,223
"1305100012041",1,199
"1305100012126",5,256
"1305100030219",58,1570
"1305100030223",94,1750
"1305100032094",5,1157
"1305100041077",86,1649
"1305100041109",20,793
"1305100101113",59,1447
"1305100101128",430,1491
"1305100121132",36,995
"1305100141147",96,666
"1305100141151",269,2733
"1305100201170",103,602
"1305100231185",31,1861
"130510026119A",52,819
"1305100270115",7,138
"1305100270666",108,2338
"1305100270670",67,3468
"1305100270685",200,1849
"130510027069A",44,1924
"1305100270702",23,2539
"1305100270717",73,2797
"1305100270721",168,2262
"1305100270736",34,2160
"1305100270929",11,528
"1305100270952",14,201
"1305100270967",4,605
"130510027101A",3,0
"1305100271062",61,606
"1305100271965",29,815
"130510027197A",4,0
"1305100272060",41,383
"1305100291202",562,1958
"1305100541217",17,722
"1305100551221",79,2778
"1305100591927",10,12
"1305100601236",144,297
"1305100631240",37,2213
"1305100631255",53,2105
"130510063126A",44,1261
"130510078165A",40,2524
"1305100781664",29,2155
"1305100781679",52,1991
"1305100831931",17,1714
"1305100831946",10,1206
"1305100831950",18,2669
"1305100831984",11,930
"1305100831999",3,235
"1305100842357",20,1313
"1305100842361",9,1332
"1305100842376",12,1917
"1305100901274",33,522
"1305100911289",57,841
"1305100921683",96,604
"1305100931293",79,2834
"1305100931306",156,3028
"1305100941310",14,368
"1305100951698",83,1867
"1305100961700",112,3021
"1305100971325",62,207
"1305100981715",6,629
"130510099172A",60,4027
"130510100133A",25,1950
"1305101002022",5,572
"1305101002075",1,54
"1305101011344",24,889
"1305101011359",179,1018
"1305101021363",32,55
"1305101031378",20,445
"1305101041382",6,583
"1305101051397",27,438
"1305101061734",31,2026
"130510107140A",68,3003
"1305101081414",270,1726
"1305101091429",9,287
"1305101101749",14,257
"1305101111753",5,726
"1305101121433",1,259
"1305101131448",9,1245
"1305101141452",5,112
"1305101151768",4,296
"1305101161772",2,160
"1305101171787",5,383
"1305101181166",16,457
"1305101191467",11,1055
"1305101201471",14,593
"1305101211486",9,567
"1305101221791",9,451
"1305101231804",10,577
"1305101241490",7,464
"1305101251819",11,295
"1305101261823",2,1097
"1305101271838",6,573
"1305101281503",8,392
"1305101291518",1,325
"1305101301842",35,1406
"1305101311857",7,454
"1305101321861",5,368
"1305101331522",29,1814
"1305101341876",10,1058
"1305101351537",32,506
"1305101361541",20,773
"1305101371556",5,762
"1305101381880",8,1440
"1305101391560",33,2787
"1305101391575",18,2154
"130510139158A",25,3380
"1305101392037",15,1910
"1305101401594",8,452
"1305101411895",47,2155
"1305101421908",37,1877
"1305101431607",17,785
"1305101441611",3,298
"1305101451912",7,209
"1305101461626",45,2501
"1305101471630",47,1815
"1305101471645",45,3293
"1305101482107",15,1091
"1305101482111",9,1019
"1305101482130",11,1129
"1305101482145",9,1409
"130510148215A",8,1451
"1305101482164",11,810
"1305101482179",6,400
"1305101482183",10,2340
"1305101482198",11,2072
"1305101482200",9,1227
"1305101482215",15,1035
"130510148222A",5,956
"1305101482234",4,635
"1305101482249",10,1050
"1305101482253",10,899
"1305101482268",21,1008
"1305101482272",20,1142
"1305101482287",15,481
"1305101482291",7,666
"1305101482304",1,1203
"1305101482408",1,NA
"1305101482412",3,NA
"1305101512319",22,3747
"1305101512323",3,723
"1305101512338",4,366
"1305101512342",2,319
"1305101522380",17,1657
"1305101522395",34,2981
"130510562_A",406,4927.84651343417
"130510577_I",72,890.387259978454
"130510577_Z",389,12152.4861816981
"1305200010095",11,2000
"1305200010108",1,155
"1305200010269",52,2170
"1305200010273",6,2099
"1305200010288",46,2576
"1305200010292",35,2689
"130520019",22,5376.34686248746
"130520019031A",26,1845
"1305200190324",6,1225
"130520023",196,4012.46772460778
"130520038",26,8966.47975011471
"130520080",2,5137.70566279005
"1305400010047",2,1107
"130540013",24,15635.4451414826
"1305400190102",9,3607
"1305400320136",2,1472
"1305400320140",3,1617
"130540051",1,8251.25798619432
"130540117",1,419.174427806332
"130540121",2,4687.12244451678
"130550010",1,4109.0206809768
"1305500170114",3,1328
"1305500170129",2,1250
"13055003A",1,1977.49692771772
"130550044",7,1774.47340064068
"130550059",3,1454.0073234544
"1305600010037",2,190
"1305600010075",1,665
"130560001008A",10,2545
"1305600010200",1,3038
"1305600010215",1,2344
"130560001022A",2,2122
"1305600010291",1,701
"1305600010304",1,1063
"1305600050164",16,1324
"1305600050179",14,2148
"1305600360253",6,1247
"1305600360268",2,1133
"1305600360272",3,2598
"1305600360319",2,126
"130560145",4,181.598350125933
"13056015A",119,13354.4016498741
"1305700010072",43,2208
"1305700010087",21,2149
"1305700010091",2,124
"1305700010119",33,35
"130570015",2,2114.83020549147
"13057002A",302,2546.067498883
"130570049",93,3856.27163154129
"130570053",36,1819.83066408423
"1305800010065",1,1514
"130580001007A",2,1294
"1305800010120",1,25
"130580027",1,6216.46294888161
"130580031",7,5232.68587930155
"130590024",1,6155.86636764525
"130590043",1,5151.26377164019
"130590062",1,4228.81707527969
"130600001003A",1,2614
"130600010",1,6116.79014447629
"130600025",1,8772.20985552371
"1306100010304",11,2962
"1306100010319",3,2649
"1306100010323",8,2322
"1306100010357",5,2115
"1306100010573",2,2352
"1306100010588",1,655
"1306100010677",4,1395
"1306100020107",4,59
"1306100020126",2,0
"1306100020361",8,1451
"1306100020376",1,1219
"1306100020380",5,986
"1306100020395",1,800
"1306100020412",2,1983
"1306100020427",10,1813
"1306100020431",10,1320
"1306100020446",4,1315
"1306100020450",3,1678
"1306100020465",3,1495
"130610002047A",6,1555
"1306100020484",14,2343
"1306100020499",3,725
"1306100020501",13,22
"1306100020520",2,1427
"1306100020535",1,1393
"130610002054A",5,702
"1306100020639",1,1206
"1306100020643",3,852
"1306100020658",4,2145
"1306100020696",3,0
"130610022",7,3938.63609230964
"130610037",17,2371.02645771187
"130620049",1,6213.06454517461
"1306300010084",2,3444
"1306300010101",1,241
"1306300010120",1,1770
"1306300010262",2,1694
"1306300010277",1,3688
"1306300010309",1,1427
"1306300010671",1,767
"1306300060563",1,1325
"1306300110154",7,4091
"130630012",5,8277.93328489866
"130630027",1,8615.90493449115
"130630031",6,7776.09336419357
"130630046",1,5194.06841641662
"1306500010110",1,943
"130650017",5,2623
"1306600010029",68,1824
"1306600010048",30,3015
"1306600010137",18,1090
"1306600010141",1,259
"1306600080118",4,1862
"1306600080122",3,893
"130660014",141,4064
"1306700010399",1,2755
"1306700030505",1,2024
"1306700050469",1,2632
"1306700060435",2,3990
"1306700080416",1,1693
"130670009044A",2,4185
"130670011_W",1,10579.4420514873
"130670030",5,7350.3674451382
"130690001004A",29,167
"1306900010054",13,276
"1306900010069",113,2779
"1306900010073",437,2986
"1306900010177",120,4172
"1306900010232",46,2478
"1306900010247",6,8
"1306900010251",2,42
"1306900010266",36,147
"130690001029A",138,1704
"1306900010374",212,1745
"1306900010980",93,1834
"1306900020482",97,1296
"1306900020497",95,1066
"130690002050A",253,1919
"1306900020514",43,956
"1306900020904",1,29
"1306900020919",9,437
"1306900020923",50,2
"1306900020957",48,1324
"1306900021283",1,NA
"1306900051048",23,981
"1306900051052",51,645
"1306900051067",102,716
"1306900051071",146,1706
"1306900051086",75,1227
"1306900051090",97,1334
"1306900051103",196,1189
"1306900051118",105,1602
"1306900051122",124,587
"1306900080213",193,2228
"130690008043A",93,1797
"1306900080444",21,1780
"1306900100529",224,1129
"1306900100533",119,1797
"130690016_I",1774,5916.99765268974
"130690016_J",10,3068.81476052966
"130690016_P",15,29.8798725723126
"130690016_S",23,48.518770883375
"1306900190410",300,4623
"1306900190425",211,2368
"1306900190478",1,55
"1306900190938",5,853
"1306900190976",7,462
"1306900420548",31,986
"1306900420552",57,1622
"1306900420567",80,2374
"1306900420571",105,1628
"1306900420586",25,903
"1306900420590",71,1687
"1306900420603",18,1424
"1306900420618",34,1685
"1306900420622",76,1241
"1306900420637",59,1008
"1306900420641",34,1344
"1306900420656",32,1538
"1306900420660",9,1570
"1306900420675",110,1681
"130690044068A",71,1199
"1306900440694",93,620
"1306900440707",16,504
"1306900440711",24,844
"1306900440726",17,864
"1306900440730",33,1371
"1306900440745",42,1349
"130690044075A",40,1351
"1306900440764",29,1565
"1306900440779",63,1643
"1306900440783",7,1390
"1306900440798",1,1292
"1306900440800",38,1628
"1306900440815",66,1004
"130690044082A",49,988
"1306900440834",59,579
"1306900440849",1,1177
"1306900440887",36,963
"130690044132A",40,NA
"1306900501175",25,1377
"130690050118A",42,1042
"1306900501194",21,1103
"1306900501300",1,NA
"1307000010021",1,2987
"1307000010036",1,5096
"130700002013A",1,3046
"130700017_G",2,2846.93741125472
"1307200010045",2,1608
"130720001005A",1,255
"1307200010079",8,2552
"1307200010083",9,3647
"130720011",13,1643.15439886784
"130720026",27,1407.84560113216
"1307300010131",1,2304
"130740001011A",1,2135
"1307400010124",2,3395
"1307400010162",3,4338
"1307400020092",5,5144
"1307400030139",1,2505
"130740016",10,1317
"1307500010051",4,2468
"1307500010066",4,1083
"1307500010070",3,1878
"1307500010189",3,1116
"1307500020121",2,1717
"1307500020136",4,952
"1307500020140",6,1231
"130750013_Q",175,3708.59644789157
"1307500410206",1,1351
"1307500410210",4,1754
"1307600010082",3,2390
"1307600010400",1,2092
"130760001042A",1,3131
"1307600010665",1,2241
"1307600010824",1,1923
"1307600080453",1,2934
"130760008067A",1,2082
"1307600081061",1,483
"1307600220222",2,4011
"130760025",25,6309.03536904898
"1307600271019",1,1316
"130760044",18,8074.23524828483
"130760063",1,7194.37393759124
"1307700010018",6,1281
"1307700010022",2,2803
"1307700010037",5,3847
"1307700010060",3,4184
"1307700010075",4,4262
"130770001008A",14,4189
"1307700010111",29,2613
"1307700010215",8,3140
"130770001022A",17,517
"1307700010268",1,3796
"1307700010272",2,1899
"1307700010291",1,5
"1307700010319",8,953
"1307700010323",2,292
"1307700010338",8,1610
"1307700010342",1,2408
"1307700010361",1,179
"1307700010376",1,407
"1307700010380",1,1358
"1307700010412",2,2630
"130770001047A",2,2104
"1307700010484",7,2804
"1307700010499",11,1470
"1307700010501",34,929
"1307700010516",7,1777
"1307700010520",2,1609
"1307700010535",9,2015
"130770001054A",19,2478
"1307700010573",17,2574
"1307700010588",19,1930
"1307700010592",1,2794
"1307700010605",1,1854
"1307700010624",2,2532
"1307700010643",1,61
"1307700010662",1,2849
"1307700010677",2,2673
"1307700010681",7,711
"1307700010696",11,1313
"1307700010709",2,3186
"1307700010713",4,2184
"1307700010821",1,876
"1307700010982",1,1711
"1307700010997",1,1492
"1307700011177",5,420
"1307700100431",8,3088
"1307700100446",5,2776
"1307700100802",12,1662
"1307700101139",4,255
"1307700180554",2,2008
"1307700180569",2,3047
"1307700180728",1,84
"1307700201088",8,1808
"1307700201092",14,1294
"1307700201105",35,550
"1307700530770",12,2167
"1307700530785",7,2743
"1307700530874",3,2839
"1307700680925",3,2092
"130770068093A",1,2331
"1307700680944",4,2614
"130770145",124,8372.8791783146
"130770164_V",1,14.0960042358138
"130770164_X",271,7169.83053996414
"130770179",68,3434.73481884672
"130770183",37,3214.85865752485
"1308100010152",1,1556
"1308100010171",1,2153
"1308100010186",1,1657
"1308100010237",1,250
"1308100010241",2,2083
"1308200010145",2,37
"1308200010179",40,1618
"1308200010183",21,1045
"1308200010287",51,1609
"1308200010291",33,641
"1308200020056",24,1922
"1308200020126",21,1896
"1308200020198",7,1857
"1308200020200",4,1149
"1308200020215",6,1359
"1308200020268",10,1298
"1308200020272",1,1441
"1308200030304",16,1787
"1308200030319",14,1459
"1308200030323",7,821
"1308200030338",21,1108
"130820018",2,100.648616101293
"130820022_S",220,171.340441395516
"1308300010119",8,1007
"1308300010123",7,463
"1308300010157",18,1244
"1308300010180",60,1208
"1308300010195",40,1528
"1308300010208",1,53
"1308300010246",4,455
"1308300010250",5,355
"1308300010265",1,318
"130830023027A",5,1857
"1308300230284",12,1782
"1308300260299",10,1168
"1308300260301",12,617
"1308300260316",8,729
"13083002A",204,7274.85032429167
"130830034",157,7035.28837513652
"130830068_G",74,1771.9104387077
"130830068_M",17,253.722826255615
"130830072",33,6445.37728104047
"1308301020161",20,1158
"1308301020176",18,1749
"1308301020509",74,709
"1308301020513",17,541
"1308301330015",3,40
"1308301330320",16,1755
"1308301330335",10,1409
"130830133034A",14,2491
"1308301330354",6,1267
"1308301330369",3,1701
"1308301330388",7,349
"1308301330392",1,466
"1308301330405",2,509
"1308301330424",11,1180
"1308301330439",13,1728
"1308301330443",3,431
"1308301330458",6,1050
"1308301330462",1,275
"1308301330477",8,825
"1308301330481",11,1854
"1308301330528",1,NA
"1308400010192",1,1607
