"hogares","conteo","POB1"
"1304800011156",52,2863
"130480001118A",17,1531
"1304800011194",9,1811
"1304800011207",16,NA
"1304800011245",35,2499
"1304800011264",13,1495
"1304800011298",33,1280
"1304800011300",25,916
"1304800011315",3,239
"1304800011349",6,353
"1304800011372",36,1113
"1304800011387",34,1560
"1304800011391",13,1387
"1304800011404",54,1068
"1304800011419",30,2768
"1304800011423",115,515
"1304800011438",29,1837
"1304800011442",12,559
"1304800011457",3,449
"1304800011476",11,461
"1304800011480",1,118
"1304800011508",60,2353
"1304800011512",39,904
"1304800011527",60,2517
"1304800011531",75,2993
"1304800011546",102,1976
"1304800011550",455,638
"1304800011565",27,2041
"1304800011599",119,2532
"1304800011601",17,1928
"1304800011847",62,0
"1304800011917",1,449
"1304800011921",6,437
"1304800011936",72,1825
"1304800011940",83,2475
"1304800011955",33,1279
"130480001196A",69,1995
"1304800011974",32,1233
"1304800011989",28,1956
"1304800011993",32,1938
"1304800012008",85,1772
"1304800012031",6,696
"1304800012046",8,979
"1304800012050",9,651
"1304800012101",34,2081
"1304800012116",21,1123
"1304800012120",62,3710
"1304800012135",35,2131
"130480001214A",58,1995
"1304800012154",32,1794
"1304800012169",18,2500
"1304800012173",51,1656
"1304800012188",59,1967
"1304800012192",88,3757
"1304800012239",3,202
"1304800012243",5,171
"1304800012258",1,85
"1304800012262",13,1186
"1304800012313",12,106
"1304800012328",140,1129
"1304800012332",24,1139
"1304800012347",431,2074
"1304800012351",86,1784
"1304800012366",81,2208
"1304800012370",43,1250
"1304800012385",30,1562
"130480001239A",48,1140
"1304800012402",90,1254
"1304800012417",306,652
"1304800012421",52,938
"1304800012436",2,453
"1304800012440",16,1104
"1304800012455",7,490
"1304800012474",27,1495
"1304800012489",6,349
"1304800012493",27,2042
"1304800012506",21,1384
"1304800012510",30,1168
"1304800012525",11,918
"130480001253A",12,1481
"1304800012544",29,1398
"1304800012559",6,522
"1304800012563",25,1783
"1304800012578",5,742
"1304800012582",13,1366
"130480001260A",11,564
"1304800012614",25,250
"1304800012629",11,774
"1304800012633",5,1026
"1304800012648",27,3219
"1304800012652",23,3547
"1304800012667",13,2918
"1304800012722",26,101
"1304800012737",5,764
"1304800012741",60,1139
"1304800012756",10,300
"1304800012760",18,793
"1304800012775",29,916
"130480001278A",5,230
"1304800012794",1,15
"1304800012807",5,454
"1304800012811",2,680
"1304800012826",1,142
"1304800012830",2,479
"1304800012845",63,2715
"130480001285A",71,1376
"1304800012864",1,75
"1304800012883",3,562
"1304800012915",11,1095
"130480001292A",32,2455
"1304800012934",41,1820
"1304800012949",2,15
"1304800012953",2,201
"1304800012972",3,507
"1304800013006",2,31
"1304800013010",8,444
"130480001303A",4,451
"1304800013044",1,254
"1304800013063",8,797
"1304800013078",33,2041
"1304800013082",3,107
"1304800013097",2,135
"130480001310A",9,953
"1304800013114",41,1455
"1304800013129",18,472
"130480016",44,2269.36161233686
"130480020_R",1,6.00704730541496
"130480020_V",145,4876.50227061233
"1304801532898",5,1037
"1304801532900",14,2203
"1304801582686",8,966
"1304801582690",9,1644
"1304801582703",7,865
"1304801582718",7,1096
"130480270",77,1198.60381399877
"130482671_F",1,31.817556759511
"130482671_M",9,94.7076989871243
"1305000010052",1,5318
"1305000030118",1,1444
"1305100010153",18,132
"1305100010168",47,3644
"1305100010187",12,620
"1305100010191",77,2055
"1305100010204",86,2399
"1305100010581",8,223
"1305100012041",4,199
"1305100012126",1,256
"1305100030219",27,1570
"1305100030223",27,1750
"1305100032094",2,1157
"1305100041077",31,1649
"1305100041109",17,793
"1305100101113",10,1447
"1305100101128",181,1491
"1305100121132",11,995
"1305100141147",43,666
"1305100141151",137,2733
"1305100201170",47,602
"1305100231185",12,1861
"130510026119A",25,819
"1305100270115",1,138
"1305100270666",30,2338
"1305100270670",44,3468
"1305100270685",95,1849
"130510027069A",34,1924
"1305100270702",13,2539
"1305100270717",36,2797
"1305100270721",84,2262
"1305100270736",22,2160
"1305100270929",10,528
"1305100270952",5,201
"1305100270967",6,605
"1305100271062",34,606
"1305100271965",19,815
"130510027197A",4,0
"1305100272060",9,383
"1305100291202",110,1958
"1305100541217",6,722
"1305100551221",63,2778
"1305100591927",1,12
"1305100601236",65,297
"1305100631240",27,2213
"1305100631255",64,2105
"130510063126A",36,1261
"130510078165A",31,2524
"1305100781664",20,2155
"1305100781679",23,1991
"1305100831931",17,1714
"1305100831946",8,1206
"1305100831950",18,2669
"1305100831984",10,930
"1305100831999",5,235
"1305100842357",23,1313
"1305100842361",9,1332
"1305100842376",17,1917
"1305100901274",10,522
"1305100911289",42,841
"1305100921683",46,604
"1305100931293",42,2834
"1305100931306",98,3028
"1305100941310",17,368
"1305100951698",62,1867
"1305100961700",97,3021
"1305100971325",27,207
"1305100981715",8,629
"130510099172A",90,4027
"130510100133A",20,1950
"1305101002022",4,572
"1305101002056",1,103
"1305101011344",14,889
"1305101011359",56,1018
"1305101021363",24,55
"1305101031378",6,445
"1305101041382",6,583
"1305101051397",5,438
"1305101061734",36,2026
"130510107140A",43,3003
"1305101081414",79,1726
"1305101091429",6,287
"1305101101749",6,257
"1305101111753",5,726
"1305101121433",3,259
"1305101131448",14,1245
"1305101141452",6,112
"1305101151768",3,296
"1305101171787",3,383
"1305101181166",21,457
"1305101191467",7,1055
"1305101201471",9,593
"1305101211486",8,567
"1305101221791",5,451
"1305101231804",15,577
"1305101241490",5,464
"1305101251819",7,295
"1305101261823",6,1097
"1305101271838",2,573
"1305101281503",2,392
"1305101301842",40,1406
"1305101311857",4,454
"1305101321861",11,368
"1305101331522",26,1814
"1305101341876",5,1058
"1305101351537",15,506
"1305101361541",12,773
"1305101371556",18,762
"1305101381880",21,1440
"1305101391560",25,2787
"1305101391575",26,2154
"130510139158A",27,3380
"1305101392037",21,1910
"130510139208A",2,86
"1305101401594",21,452
"1305101411895",41,2155
"1305101421908",33,1877
"1305101431607",7,785
"1305101441611",6,298
"1305101451912",3,209
"1305101461626",67,2501
"1305101471630",33,1815
"1305101471645",56,3293
"1305101482107",9,1091
"1305101482111",14,1019
"1305101482130",18,1129
"1305101482145",6,1409
"130510148215A",14,1451
"1305101482164",5,810
"1305101482179",5,400
"1305101482183",16,2340
"1305101482198",8,2072
"1305101482200",8,1227
"1305101482215",7,1035
"130510148222A",6,956
"1305101482234",5,635
"1305101482249",7,1050
"1305101482253",4,899
"1305101482268",12,1008
"1305101482272",24,1142
"1305101482287",16,481
"1305101482291",7,666
"1305101482304",6,1203
"1305101482412",2,NA
"1305101512319",34,3747
"1305101512323",6,723
"1305101512342",4,319
"1305101522380",10,1657
"1305101522395",50,2981
"130510562_A",107,4927.84651343417
"130510577_I",82,890.387259978454
"130510577_Z",461,12152.4861816981
"1305200010095",11,2000
"1305200010235",1,40
"1305200010269",11,2170
"1305200010273",11,2099
"1305200010288",26,2576
"1305200010292",30,2689
"130520019",21,5376.34686248746
"130520019031A",22,1845
"1305200190324",6,1225
"130520023",209,4012.46772460778
"130520038",20,8966.47975011471
"130520080",1,5137.70566279005
"1305300010105",1,562
"1305400190102",2,3607
"1305400320136",1,1472
"1305600050179",1,2148
"1305600360272",1,2598
"13056015A",2,13354.4016498741
"1305700010091",1,124
"13057002A",9,2546.067498883
"130580031",1,5232.68587930155
"1306100010681",1,1056
"1306100020484",1,2343
"1306100020499",2,725
"1306100020501",1,22
"1306100020520",1,1427
"130610002054A",1,702
"1306600010048",2,3015
"1306600010137",1,1090
"130660014",5,4064
"130690001004A",10,167
"1306900010054",2,276
"1306900010069",13,2779
"1306900010073",68,2986
"1306900010177",37,4172
"1306900010232",2,2478
"1306900010247",1,8
"1306900010266",6,147
"130690001029A",27,1704
"1306900010374",50,1745
"1306900010980",14,1834
"1306900020482",20,1296
"1306900020497",15,1066
"130690002050A",79,1919
"1306900020514",14,956
"1306900020919",3,437
"1306900020923",5,2
"1306900020957",26,1324
"1306900051048",7,981
"1306900051052",16,645
"1306900051067",19,716
"1306900051071",30,1706
"1306900051086",31,1227
"1306900051090",28,1334
"1306900051103",56,1189
"1306900051118",23,1602
"1306900051122",30,587
"1306900080213",31,2228
"130690008043A",15,1797
"1306900080444",14,1780
"1306900100529",93,1129
"1306900100533",49,1797
"130690016_I",572,5916.99765268974
"130690016_P",3,29.8798725723126
"130690016_S",2,48.518770883375
"1306900190410",94,4623
"1306900190425",52,2368
"1306900190938",12,853
"1306900190976",8,462
"1306900420548",17,986
"1306900420552",43,1622
"1306900420567",36,2374
"1306900420571",30,1628
"1306900420586",11,903
"1306900420590",36,1687
"1306900420603",12,1424
"1306900420618",38,1685
"1306900420622",22,1241
"1306900420637",20,1008
"1306900420641",18,1344
"1306900420656",20,1538
"1306900420660",24,1570
"1306900420675",39,1681
"130690044068A",27,1199
"1306900440694",17,620
"1306900440707",8,504
"1306900440711",13,844
"1306900440726",19,864
"1306900440730",29,1371
"1306900440745",34,1349
"130690044075A",23,1351
"1306900440764",21,1565
"1306900440779",26,1643
"1306900440783",1,1390
"1306900440798",1,1292
"1306900440800",25,1628
"1306900440815",27,1004
"130690044082A",25,988
"1306900440834",49,579
"1306900440887",37,963
"130690044132A",30,NA
"1306900501175",12,1377
"130690050118A",42,1042
"1306900501194",8,1103
"1306900501315",1,NA
"130710014",1,2087.10699636218
"1307200010079",1,2552
"1307200010083",1,3647
"130720011",1,1643.15439886784
"130720026",1,1407.84560113216
"1307500010051",1,2468
"1307500010155",1,793
"1307500010174",1,368
"1307500010189",2,1116
"1307500020121",2,1717
"1307500020136",1,952
"1307500020140",1,1231
"130750013_Q",14,3708.59644789157
"1307500410193",1,729
"1307500410206",6,1351
"1307700010037",1,3847
"1307700010342",1,2408
"1307700010499",1,1470
"1307700010501",4,929
"1307700010535",1,2015
"1307700010605",1,1854
"1307700010681",1,711
"1307700010696",1,1313
"1307700010713",1,2184
"1307700011177",1,420
"1307700100446",1,2776
"1307700100802",2,1662
"1307700201105",1,550
"1307700530785",1,2743
"130770164_X",2,7169.83053996414
"130770179",8,3434.73481884672
"130810010",1,3237.84419167172
"1308200010145",1,37
"1308200010179",14,1618
"1308200010183",9,1045
"1308200010287",23,1609
"1308200010291",15,641
"1308200010342",2,28
"1308200020056",19,1922
"1308200020126",22,1896
"1308200020198",8,1857
"1308200020200",10,1149
"1308200020215",4,1359
"1308200020268",10,1298
"1308200020272",4,1441
"1308200030304",6,1787
"1308200030319",6,1459
"1308200030323",8,821
"1308200030338",13,1108
"130820018",1,100.648616101293
"130820022_S",225,171.340441395516
"1308300010087",1,29
"1308300010119",9,1007
"1308300010123",2,463
"1308300010157",13,1244
"1308300010180",32,1208
"1308300010195",24,1528
"1308300010231",2,439
"1308300010246",5,455
"1308300010250",4,355
"130830023027A",8,1857
"1308300230284",14,1782
"1308300260299",6,1168
"1308300260301",9,617
"1308300260316",12,729
"13083002A",78,7274.85032429167
"130830034",73,7035.28837513652
"130830068_F",1,10.5141221488915
"130830068_G",56,1771.9104387077
"130830068_M",20,253.722826255615
"130830072",47,6445.37728104047
"1308301020161",14,1158
"1308301020176",22,1749
"1308301020509",44,709
"1308301020513",10,541
"1308301330015",2,40
"1308301330320",23,1755
"1308301330335",22,1409
"130830133034A",9,2491
"1308301330354",13,1267
"1308301330369",19,1701
"1308301330388",8,349
"1308301330392",2,466
"1308301330405",7,509
"130830133041A",1,101
"1308301330424",24,1180
"1308301330439",20,1728
"1308301330443",7,431
"1308301330458",24,1050
"1308301330462",1,275
"1308301330477",24,825
"1308301330481",28,1854
"1308301330496",3,64
"1308301330528",3,NA
