"device_IDs","hogares"
"aG1uZ2o5Y2FnYmM1OmRja2VrM2QxNmMzNmg=","1304800010213"
"aG5mYnNnbzJqb2U6Mmo4am05aW0xbTJpaQ==","1304800011245"
"aG5mZHJtOHZlZWxwOmRpdTF1Mmg1OGM0dnY=","1304800012934"
"aG90cjZqMGQxbTBqOjMxa2pmM2R0bGtuaW0=","1304800010143"
"aGc3bXQyYmp2b21xOjJzOGVnN2R1dWYxOQ==","130690016_I"
"aGc5YmFydGJqdG4xOjdsdGs1MDFhbTNxOTY=","1305101411895"
"aGdwMGkxNWMybHZyOjNybTMxZWsxazhyaTM=","1304800010919"
"aGExOHZyc3F2ajJhOmFrMDZkbGcyNjA1c2c=","13022001A"
"aGh0NHFrcTRjdWozOjJxNXV1MDdmdDk1Zw==",NA
"aGk1OGlvYzA5M3RsOmZ1cGl1YmhrYnY5ODA=","1306900051071"
"aGlsNWd2Z2xsa3VqOmJxZzFhbGE4ZjRyZ3U=","1304800010745"
"aGlxMmw5NDIwNm4xOmRwbmtzamRkZHRuMTc=","13083002A"
"aGlzOWh0ZXVxN21rOjg4YTBwbWlqODEzMG0=","130480001285A"
"aGoxZmc1anM0c2RiOmc1NWNmNHE0ZWQ3Zg==","130510562_A"
"aGQwNmVpcW1qNm11OmU3NTZiMnZpdmRwMHU=","130830072"
"aGt0MmhvNGZrOWQ3OmUzZ3JwMGZmcHI4ZmQ=","1304800010143"
"aGt0NDZvNWRtNWljOjZhcnQzYTd1bXRjY3A=","1304800010919"
"aHA3ZG91bXFuc3Q4OmU3bmFpNmh0bTUzbzg=","130830034"
"aHJ1NmhmYjlpYmdqOmUwbXRidmJ1anMwMm0=","1303900010110"
"aHJzYzQ5ZzBncDFkOjVxY2o4Ym90cnAxM3I=","1304800010139"
"aHM1YmJ1OHBtN280OmM4dWZ0NDg2MXE0YWQ=","1304800011599"
"aHN2OHJrdHZucjBvOjY1bG45aDBtcmlyMnI=","1304800010389"
"aHNsZzcwcXZjM210OmE2bW1ybGEyODYyOWE=",NA
"aHR1Y29pcDA0a2dhOmEwajJoNTQ3YWhuMmE=","1304800010355"
"aHU3ZXI3ZjFndmh1OjF1dWRrc3Bjc3YyNWQ=","1304800011955"
"aHVjYmQ2aW9ocTNlOjczbmhxMjBrZ3Q1bGk=","1305100101128"
"aHVvNWtxbWE1ajQxOmRhYTVuYzR0ajYxdWU=","1306900440783"
"aHZ2bDhhMDhzZWR2OjY2b2NmMHA5aDhzb2E=","1305200010292"
"aHZocXUyanNtYzA4OjVvOWs5NjNuNzF2aTk=","130510577_Z"
"aHZqaWNmbDIzbTlvOjI1bzZxajA1YmNxM3Y=",NA
"aHZxZjZhczh1MTd0OmJ1b2lkbHFpaHIxaHQ=",NA
"aHZydTdtcWltMWs0OnZsZnJjODljZ291NQ==","1304800012493"
"ajAwM2ZsZ2FuZ2Y4OjVtNWxjZTgxMnQyOWE=","1303900010089"
"ajBlOHVqMWdzbjF2OjhucHYxb3VlYTU1Yzg=","1304800011847"
"ajdhczVhYWZyZHE5OjI0cDNrNDJkYmVhc2Y=",NA
"ajdhMjNua2ZhZzc1OmIybnM1am9vcjh1MTY=","1305100911289"
"ajdmYzlpOTgxaDZiOjQ2YjA5cjc3ajkyOHE=","130830034"
"ajE0Z2RhMTJrZ2htOjdnb2ZkcXMwZGxoazM=","1304800010124"
"ajFpa3U1ZGwxcWg2OjlmMDhobTFsZnQyYjk=","130480001004A"
"ajg5MzFjdnQ1a3NnOmVwZmNobnF0bm9vbXQ=","130510562_A"
"ajhva2ZhOHNlYzloOmRsdm5sdTZxN285amg=","1305100601236"
"ajhzYjJkaTVvc2pjOmMzZTFscnJudnIzZG0=","130450014"
"ajI0MmdzbW1laHAxOjVoOW9kMW0wZ2I5Yjk=","1304800011936"
"ajJkbzNjMmJxZjc4OjFlZmVqNXRlbGQ2aGI=","1306900080213"
"ajllMzhqN2Foc3MzOjZjOWwwNDNta2o3ZTQ=","1304800012351"
"ajlnY2RkMmJ1NjM6N3VlMGM3bzNiNmwwNQ==","1304800010764"
"ajlzdmNuOGljYms3OmFudXBiMDZtc3JobWQ=","1304800010745"
"ajM0a2ZoNHAzMm1rOmRoaWNvZGRuMm5kOTI=","1305100010204"
"ajM2NnJoYXM4bGdpOjNrMXJmbTl0bG1rcXI=",NA
"ajNyZmg2bnFpY2JnOmRkZ3A5MXY4bGxrbHM=","1305101482272"
"ajV2MWY4dXI3M3B1OjllZG9hNnJzbGVzczM=","1305101241490"
"ajVmZzN1NzRxZDNzOjJpbG80a21yZGJsbTM=",NA
"ajVqMml2ajNhZzg3OmJydjZzOWpic3NhYWo=","130690016_I"
"ajY4czlubXMyZTFnOmNrcTh0Nzc1NG1wYmo=","1304800012760"
"ajY5NjUyOWFldTZjOjIxbDI5bmJmbTZlMGs=","1304800011550"
"am4yMnZkMGowNjVqOjdrbGxpMjVvcjhlbnU=",NA
"am51MGRiNXFlMTBhOmFnNzNlcTducnJuM2E=","1300300010156"
"amdqbjlzOWJrcGkyOjNxbzM1dGxhanFwNDI=",NA
"amdvcGY5bGlmbTVuOjU0Z2M1Nmo1cm9lZzY=","1306900420571"
"amE4NTE4NzgxNmRiOmFrdW5qZHRpMzVnbmY=","1305100931306"
"amFyb3BiZnI1N245OjUwcHB1YXE2ZzhoaA==",NA
"amhzcDdscGliZ244OjJxaG9nMW1lYnN2aGI=","130750013_Q"
"amI3bjlnNjBuYjgyOjJmZGtrcHUyMnFyamY=","1304800012008"
"amJjdGpsMDEwbzY5OjNhbzRyNXJsYmx2cGs=","1304800010054"
"amJuODQ0NzgxYXVoOjMwYWlrdDlqaTc0b2k=","1304800010069"
"amk1cWtwb3I2aWE6OTFzOWRpNDVndXZzcA==","1305100270721"
"amk2ZWtiMnB1N2NyOjVpdW4zam42MjQzdjU=","1308301330439"
"amljNGk0b3M3Z3JnOjZyZXVtdm5objllbGo=","1305100551221"
"amMzM2U1cDRiNWV2OjEwNjBtaGQ3ZTk5cDc=","1304800011989"
"amNiMnMzaDQ1bTAzOmVsMmE5czE3dnJsM2k=","1304800010976"
"amplMmgxazc1bGo3OmZhODMwaG9kaXB2NWs=","1304800012417"
"ampuYTBuYWs1aG82OjZ0YzFnajV2ZDZyaWk=","1304800012417"
"amQ2bHVyZHA5anFoOjY4aG8yamhhMmViY24=","1304800010618"
"amQ4a3ViMGkwc2kyOjFmNTlpZHZpZDJwa2g=","1304800010213"
"amtjYWZtZ3RjMnJtOmJvOGM1Mzhzbm1lZG4=","1304800012417"
"amtwNDRudmFhaHFoOjU2b2s2dHUxNXVxa3I=","1304800012120"
"amVvNTgzMHNoMTRlOmhqajB1Mmg2aHNlbQ==","130690016_I"
"amx0OXRyZ3JsNzlsOjNvcXVsb3JzbWQ5NDA=",NA
"amxlaGhwNmR2MXJvOjJkazA5cjgzOWU4ZHY=",NA
"amxqbG44N3I0cTNuOmQwODhzMW45bDNoZHM=","1304800010938"
"anA1ZTd2a2Q4NWdoOjZub28xaGQzNmwxYXE=","1305100270666"
"anA3NG9hZnNuZjhtOjFzc2g1dmgybGY3MnY=",NA
"anAxMnE4cWpoaGN2OjMzbmkzZGJtY2xrbmQ=","1305100010191"
"anJnZnJyMTEydms5OjNqMmNxazRmYmV2dWI=","1304800011599"
"anNoZDg0aGZsM2F0OmVsNXR0ZWsybm81bGE=",NA
"anRuOWRjNG51ZDkyOjI5cTN0ZW9maTdyM2E=","1306900010073"
"anUxdGpjNm5zc2c1OmZnOGluaDRlMG0zaWc=","1305100270721"
"anVmN3Y0czFma3RuOjgyNDA1cmg2Y2E1N3U=","1304800011599"
"aTByYTM3bWJrMHY2OjkwNmhwbnFvNnE5aGc=","130480001100A"
"aTc4Y2Nob2JqcWFoOmVrOTl0bmc2YWVjcQ==",NA
"aTdhYm0wNDlmbmxtOjRvZnVwMzYyamM0bm8=","130690016_I"
"aTdnOXZuMzJpNWQyOjNtdTVrZ2tmY2djbmI=","1304800012417"
"aTJkcTV2ajhnZmVjOjI3c2Z2MmNjMmd2Z2M=","130390017"
"aTM2dWF2cXU2bHI2OmJtdmphODBkN2E4NWQ=","1305100601236"
"aTNvcmZvOGFjamZzOmE1ZHQyYWQ1MmRvaTk=","1304800010139"
"aTQ4NmtvMTV0NDIyOjZpbHYwbWdtaDkyczU=","1304800011940"
"aTRpZ2tlNHZuYXI4OjQ2ZWQxb2pudGo1OQ==","1304800010389"
"aTVza28wNTllaHQ4OmZrcTR1ZTlwamJlN2o=",NA
"aTY3bms4amdjZDVrOjU0M2I2cGIwc2FvN3A=","1305100921683"
"aTZhamgzbjdiY2UyOmF2amxtNDQ4aDQ5ZzU=","1304800010162"
"aTZlbmgxdjY4NTBhOmRsY3Q1MmVkZms4cWY=","1304800011423"
"aW5kaHJrdjM1ZW9tOmFycjZmaHZtc3BqMnY=","13083002A"
"aW8zYmFyNHQ0OGFpOjkzbGJ1Z3Flbm4wY3Y=","1306900010980"
"aW9wY2xtamtmMGljOmF1aW44dTFzZTZpa28=","1304800011565"
"aWcwcWZuMThkc2puOjQyamlhdW9laTJtZTQ=",NA
"aWdhcjVscmFnM2JkOjQ4bXZ0MzhkbDdibG0=","130690016_I"
"aWhjZmo5dTcxcGFwOnFoOGc4dTIxZ3BkMQ==","1304800012351"
"aWhsMjRwOTJhcWYyOmN2N2tpN2xwZDJnOTc=","1303900010110"
"aWI0bmFiczRsbzd2OjY5MGVmZTRmdWIwMmE=","13083002A"
"aWk4b2JiMjJ0cmFoOjI5YzIwN2dsZWhkc28=","1306900420637"
"aWNqa2J0Zm9qN2VtOmZqOGY2bjl0am4wOTA=","1305100931306"
"aWNvNzRwZzlsYjhvOjNqZnI3MWhra2J1cjc=","1304800011989"
"aWowOXVxODYxMGNqOjdkYjc2YzE3b2FwZmo=","1303900010089"
"aWQ1MXVrcDNkbDE2OjUwMXE2MTVncmxocjY=","130750013_Q"
"aWRmb3B0ZDQ4NGpnOjU5YnU2cTZmZTVobG0=","1304800011940"
"aWsxdDdscjdpM2hrOjJhNW1hbmJnajQ4M24=","1304800012332"
"aWtmc3RjY25zdWMwOmMyaW0zb2JnMXBtZTg=",NA
"aWU2MnY0M3ZvZ3NqOmo3ZG5xbXFyY2NldA==","1304800010213"
"aWVmZDU1a3BqZnRwOjYzYWJlMDU5aWlnbnU=","1306900420656"
"aWx0dmh1bjQ1bGxtOmEzZTZmY202MDE3bzA=","1304800010815"
"aWY1NXFpbGFmZHVnOjZtZ3M3cTBzNGJvMHE=","1304800010177"
"aWZvZmpzMWVhY2c4Ojgwc2dxZWY4cGU4cWo=","1305100291202"
"aXA2Y2xqcW9lMDZoOjJjOTdpYjB1ajk1MHM=","1304800010425"
"aXAxbmVtc2FsZ2E5OjVpbGVtZG00NTgya2o=",NA
"aXBhaGZyMmdobm0wOjczMGdsbWd0cTNqMGU=",NA
"aXBpNmZvaWo5dWJkOjk0cWcydmY3dGVwNW4=",NA
"aXBqZ2N0aGhqYTE5OmQ3Ymxpb2YycXAzYmY=","1304800010251"
"aXBwdWZmcDRvb2wwOmUwcWQzdWVxZzFldjM=","130830034"
"aXEzbWI1MjMzaXBtOjc0MjhlbzhuY3FxcnE=","1305100951698"
"aXEzbWlha2h0cGViOjNzaTh2MnN0ZDd2Z3E=","1304800010938"
"aXFyZnZuazZ1YWo5OmIzODBvN3JpYmhsYg==","1304800010139"
"aXI1OTdjNmNvanJ1OjR1bDRuMXYzNmxhNmQ=","1304800010529"
"aXJ1aGhoczFjcmszOjE5MGVtb2cyYjU5NmE=","1304800010779"
"aXJic2Y3aTRyMzQ6YnRuNjFqZnJ0OXZsNQ==","1305101471630"
"aXJyMGVtdmNnZ2Z1OjNkNGZmZWpkN2IwaTg=",NA
"aXNla2dlbGEyYTgwOmFzMWFjbDl2MmMwaTc=",NA
"azBjamx1c3JzdWdwOjFoaDZpM2JjNDBsMzE=","1304800012614"
"azdnaGtncDRhdHZjOjZjNTVuMWdydmU4OWc=","1304800010139"
"azduN2ppNTVzaWtxOjI2bmsxNjVsaHFkNzE=","1304800010976"
"azE3NmFiZ2oxMmpyOmZ1M3IzdXFkYnAzdHU=","130510577_Z"
"azFpMTAzYmxpMDJsOmNoNnR2Zm5kaDZjZDA=","1308301020509"
"azI2cjRyNnRjcjFxOjVhaXRpNGplcDZ0cnM=","1306900190410"
"azNib3JzMDcydjJvOmMzZnNlYThkaGNydDE=","1304800010779"
"azNudTM1aG9oZjkyOmNmcG1iYzk1aThyMzM=","130690016_I"
"azR1N25hY3Qwb2VvOmRnNWdmbWdmN3ZtcDA=","1304800010622"
"azRzNjk3Y2g5bGkxOmUxY2ZxbTYxYWJma2I=","1304800010069"
"azVnc2VzNnRtN282OmU2OGRvaHMycDljMmU=","130220024"
"azZxajBobGRrOTh2OmNyM2c0c2h1OWh2Yjg=",NA
"b20waG82cWdiYXZhOmcwbmFma2Ziamdoaw==","1306900190425"
"b21ncjU2amV1MzNlOjloMmY3bGNtN2NjbGw=",NA
"b25wZWdlajkyaXJlOjl1MmFkNmRrNGtkZGY=",NA
"b2c1azYxMW9sdnBnOjk0ZDNmNHBraHZtM3A=","1304800010247"
"b2dhc2xob29iYnRhOmU0bHVwbm43aDFqdmc=",NA
"b2djZWJwMXE0cGw3OmJtZXM3bzcycnB2bQ==","1304800010251"
"b2h2azVwNGhqNTU1OjE3cWdic25lcmJhbjY=","1304800010938"
"b2J0c2E2Zmt2ZmdsOjU0MGhidnNjZ2o1MnE=","1306900190410"
"b2lrMGpua2ltYjBjOjkydGZybDE3ZTIzcW0=","1305101011359"
"b2lxaWo2aW1kMG83OjZwOTdoZzVuMXZzaTc=",NA
"b2M2cG9ibDB1a3BtOmZqaW83a3E4YzR2anA=","130830072"
"b2Mwamhycjlqa3QzOmYwZDdianQxaHA2ZmI=","1304800010586"
"b2NjYmRwZThjMzdyOjVucmo5djVkazMwYTI=","1304800011118"
"b2NnZjIzNDhtbnFnOmJkOHBydm9mMnMxc2w=","1304800011527"
"b2o1OXI3YWc1c2pzOmJpcWNzZTNzczMzZTc=",NA
"b2o1ZmRyY3A5OHJqOjUzYjhpZ2draTU4bG0=","1304800010548"
"b2pkdmVtdG0wMmVpOjN1YWJzYTJsZ2Jub2w=","1304800011419"
"b2RtbnBrMm4zcWg1OjRybWVkbWh0aWk4ajc=","1304800010406"
"b2s2cmRtMHNicm91OmIzYzNxb2FkNjEwcmI=","1304800010177"
"b2syYjgwaWUwZ2o3Om41dW51bWptYXU1bA==","1304800011067"
"b2szMnJkYXE1MGw3OmVxMGFvbGVqam43aw==","1308301330439"
"b2xyZzczc3UxMjZmOjNpdjI3cnUzb2U0b3I=","1304800012116"
"b2ZqMDJrNzRtNDByOmVmY2szNDVsZDBkcjY=","1306900440834"
"b2ZrNjcxdjhnaG1jOmMwY3NwdXVhaHJyOHE=","1304800012421"
"b3A2ODVpMGFwc3ZmOjdwc2NqN2U5bWZ2OXI=","1304800010919"
"b3B0MDV2OG5tMGdqOjZxcGFkajg0amZhcjI=","130480001196A"
"b3E1OGJkZW81dW86OXFhYjBxbGdwaTloNw==","1304800012934"
"b3FiMDNlNDI1OW9kOjhsZHJtOHA3cnI4aW8=","1304800010177"
"b3FjNTY2b3M3bXVyOjUxY3JoZGQ2a2QxYQ==","1304800011550"
"b3FwcW1vZW81dmw0OjFxY2h1ZWloaGQ2Zmk=","1300300010349"
"b3JmM25ybWdpYjlzOjN1azB2djZkaWpjNWI=","130690016_I"
"b3JpM2JucmRrMm1wOnZyc2wybmFwMWZvdg==","1304800012347"
"b3M5ZDhoM2htZzY3Ojdmdm5wczkyY3A5OWk=","130830034"
"b3NhcTd2YTF2aXRyOjdna2s4cTIzcnZsMDM=","1304800011048"
"b3NmbDN1c21hbWx2OjM3N212a2M1MDNzMGM=","1304800010054"
"b3Q1a2tmMm5lNDU6NmQ1OHBnZ2RzbTBtOQ==","1304800012169"
"b3ZkbGZ0MzVlbWQzOjc4cnFuMXI5dmlmdjQ=","1304800011512"
"b3Ztdm4yampiZTM5Ojk2MjRuaTlzZXJtdG4=",NA
"bDBlazFwZ2UzbWc2OjEzNWxuOGU2bzBncWM=","1305100961700"
"bDFtN2QzMGd1aHQzOmRvdHBia21qcGdnN2I=","1304800012614"
"bDg2bXU1NGswdHN2OjdlNDVsbWZwZm4wNzY=","1304800012328"
"bDhjOWtnc3Uyc2ZvOjNkN2k1ajhrOG9pOXI=","1304800011531"
"bDJjOTE2MDgwanFxOjEwMDk5YzljaWFoNTI=","130090018"
"bDJnbW1ob3A2MGwxOjlkOWtzazF2bDBibjU=","1305100291202"
"bDluc20yYXQ4azR1OjhjdnZoYWM3b3ZpZmI=","13083002A"
"bDN2M24zaDI4czVxOjc0Z2xlZmJidGdkbnE=","130690016_I"
"bDNhcWRqOG03Z2NpOjFjZjNkMnR1dWVrZXI=","1304800010213"
"bDQ1Y3FsMWFjNG8xOjZydGR0NmttM3JicTg=","1306900420660"
"bDU5czQydWttNzJnOjUzZTFnN2J2Zm10a3A=",NA
"bDUyc3BjOGxtZDMzOjgwNmNyNTUzZmNsZGU=","1306900020514"
"bDZjcWJpZ2JkNjliOjVkdXY1amllbWEzYnA=","130480001036A"
"bG00MzVjMzZvcW1xOjZ1MGZhbGE2MGJ1OHQ=","130520023"
"bG05MGUxMjgzN2Y4OjlmOHMycjFuMGVqaGw=","130520023"
"bG50b3BjcG90OW1zOmFwYjA0OTFhMnQ5b3M=","1304800012417"
"bG5jam4xYzg3NmFpOjkxZDdtZzlqZ3JzY3A=",NA
"bGE0cW8zMmZ1MzFxOjdwcDk3dm9yYTFzNg==",NA
"bGh1NTFsMGkzM3Q2OmQzbnVvM2tkYzhxdjc=","1302300010089"
"bGhuNWdub2lxZWtpOjRlbDY2MzM3c3I0dXU=","1304800012370"
"bGltdXFuZnY0bXQyOmFnbGM2Mm01OWFvNzQ=","130510577_I"
"bGluMWVpamhrNzZxOjVmcW1rZ3JkYjE5OTY=",NA
"bGNhaW9ndW9naGVhOmRhY3FocTU5azQyb2E=","1305100030219"
"bGRhZWpsbmhyMWsyOmNmYmQyaWdidGpobWQ=","1304800010529"
"bGU4amUyOTdqOGc2OmQ0cDV0dXJoMHFrMmo=","1304800011921"
"bGVhaXVidmg0YzNmOm41M2Z1djBiODRscA==","1305101391560"
"bGVrMG1sOG51aGQ3OmE5MWowdm1taWYyN2s=","1304800012347"
"bGVtajVycXAxYTF0OjhxY2Nncmlta3IzNDI=",NA
"bGxudjhycGlqdjE5OmVucTQ3Mzd2dTNpcmo=",NA
"bGYzMXIwNXMxZGMwOjU4am1ya2FpN3RzNjk=","130520023"
"bGZzbXIwaTVtbjI1OmU5dmlhcmlndjNpa2Y=","1304800010143"
"bHAzOWwya2hxcWZyOmNwNGV0OWlmc3JncTE=","130510026119A"
"bHB0NTdhaGQwZTVyOmViZG43aDQ5bXFzZnU=","1304800010529"
"bHBwaHVqbDNvMDk4OmE3MHZxZ2hlYnZlYmQ=","1304800012347"
"bHE0ajcxdDM0ZTRhOmQxNnVlcWJmdGN2Nm0=","130510577_Z"
"bHE2ODlubzE5MWdwOjRzZWwzNnR0cjVlajc=",NA
"bHFnMTJrMW02bG1rOmExMXMzaTF0aTRmb3Y=","130480020_V"
"bHI2dW9zY3Nob3UyOjRjZG9pZDVubDYwOGY=",NA
"bHN2MTJ2c25tN2pxOjg4cTQ0amllZ2pobHI=","1307500410210"
"bHNlZTBqMmV0dXEwOmZoZjNhZ2ptbzZkczM=","130480001214A"
"bHQ1YnB0ODY4aTVuOmRzaTZocGZhdjUwdnE=","1306900051118"
"bHV0MXFjN2RrN25kOjJyOTBuaGxtN200aGY=","130520019"
"bHY2aGY2OGJkY2R2OmM4N2JkZzliNTMyZnY=","1306900420603"
"bHZvMWRmM2w4NG9qOjdjOGZwZmVvdHVzcXQ=","1304800010213"
"bHZyaWdjbTYwdG9lOjg5M2wzZ3RoaDJyaXM=","1304800012188"
"bjdqNTZvc2VxNnZhOmQzcW1mb2c2bmEwOWk=",NA
"bjdvOGZuaWZkMXNnOjJ2djVlbWVkYjk4dWw=","1304800010162"
"bjhlc2NkZmFwc3R1OjYxOTBybnI0bW5oMDY=","130830072"
"bjI1czM4cG9sYmk4OmNsZTVqMzBhajFrY2c=","1304800010124"
"bjJidHY5NDRzcHAyOjdrdDBlNzhkMGx0M2I=","1305100921683"
"bjJnNDducHY4ZDByOjdnbzdwajBzODdjajI=","130830034"
"bjJpZjBkc2gxaWljOjJsZXE4ZGE1YTJwc2U=","1300300010211"
"bjlxNWF2NzUwYmU1OmEydms5MjN2ZTdpODg=","1306900020497"
"bjRhZTAzNTNodDdpOmVrMW82a2ppZDVrYTE=","1304800012347"
"bjVjaDZtajNqMGNrOjhiNjluMzVnc3FzdjM=","1304800012347"
"bjVvdDllODdua2Q2OjVpa2cza2U1MXNrN2Q=","1306900051071"
"bjVzY2E5bzljaXNoOjFldGV0MXA2aTFodWw=","1306900100533"
"bjZsZmMzam1kdjBnOjNxMDZnN2YwODd1Yms=","1304800011550"
"bm0wbGhzMzQ1OHVjOmQxMnZpb3RzZTRyZ2Y=","1304800010957"
"bm1oNTEwN2lrNmV0OmJvajFvMTNmYmZ0cDI=","1304800012347"
"bm1oOGw2YTIzNzFpOmM2Z3M0am1yYXVpcnU=","1304800010209"
"bm43bzhtN2s3NDluOjNhZHJtYXJqdWUzczI=",NA
"bm44cWM2MWU2cjVlOmNxNWViZWk5NnVrbm4=","130480001075A"
"bm5vMmN0YWtycHVhOmM4MDBxY2JndGw1OGI=","1308300260316"
"bm5wZTA3NzVkbW06ODllYmU2NW8wN2hvdQ==","1304800010779"
"bm84bWE0ajY3ODF2OmRmdXR1MzFmaHFnYzE=","1305100601236"
"bm9qcWdmZjJ1MW5pOmNkdjM4MzBrdDIwcGs=",NA
"bmdsMGNpbWYwaDVhOjJlY203aWg0bzRmbm8=","1304800010425"
"bmg0N3IyMTBwZmhuOjFzZTA4dGpvc29lanE=","1304800010976"
"bmlzNmNoYWs5dXAxOjJqams4bjRsc3F2YmE=","1305101201471"
"bmo2c2wzY2p2NmczOjgybDdjNnNrczJzMmI=","1304800010976"
"bmp1ZjUwdDMwZGlzOjI3MnJ2OHJzZXA0c3U=","1304800010919"
"bmpmYnBvc3A3MHQzOmUzMzdmODI5aTU1N2E=","1304800011601"
"bmppbDFxcTYzNm41OjVhNzNrbWgyZjF2aGs=","1304800010938"
"bmQ1azVjY2cyZTYwOmRmZTZvYWpvOW03OGU=","130690002050A"
"bmQ4ZTV2bXA1NnFsOmU3aDI5bXQ1MmM1NTI=","1304800012116"
"bmsyZG9vNGltb3Z0OjhzN2lmZW5iczk4cTY=","130480270"
"bmUwZ2gxZ2kwMGN2OmU0a3JtODdlc2MzbjA=",NA
"bmVhNGtrMnQ3NjA1OjYwZDg1cnRwbzM3aTc=",NA
"bmxrYWEwMTN1OXBlOjFzcm9oMDBsdW5qYmc=","1304800011550"
"bmY3bnFvdTVrcjVnOmFpMG5qdWRqZW84ZnA=",NA
"bmZqbm8xMms5c2UyOmNnY2g2dGxkc3VlMGI=","1305100931306"
"bnFjdnBidjEyaWU2OmFwNW11NHA5YWpwZ2Q=","1304800011565"
"bnJoMHYzZThyZThvOjg0ZjZ0amExbjViMw==","130510063126A"
"bnNvMzI4cmc0Ymg2OjZoNGFwdWtyb2d1M2c=","130820022_S"
"bnRub245ODM4bW52OmV2djMzanAwdDhkaTY=","130690016_I"
"bnUyZjNzNTVjNGY4Ojlvc292bWNnZnZkOWI=","1305100931306"
